record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted,mapped_shelf_life,life_ratio,mapped_ideal_temp,temp_diff
31209,REA_SUS_550,Sushi,Ready_to_Eat,STORE_035,Midwest,SUPPLIER_02,2023-06-22,2023-06-23,2,1,1.9,2.1,5.34,3.46,72,0.9,3,0,6,55,0.37,1,30.6,4,9,0.257,0,B,0,1,0.58,2.24,72,0,0.0,161.28,0.0,-87.84,-54.5,7,0,3.0,0.0,4.0,-2.1
31210,FRO_FRO_599,Frozen Vegetables,Frozen_Meals,STORE_038,Southwest,SUPPLIER_09,2024-09-14,2025-04-15,231,213,-18.5,1.5,19.78,11.57,329,0.3,5,1,9,0,0.46,0,9.9,8,9,0.109,0,A,212,0,0.0,19.78,0,329,100.0,0.0,3806.53,-3806.53,0.0,8,0,212.3,0.9985869053226566,-20.0,1.5
31211,MEA_LAM_263,Lamb,Meat,STORE_012,Northeast,SUPPLIER_04,2023-03-18,2023-03-25,10,7,-3.0,4.0,10.41,6.56,77,0.9,5,1,3,18,0.28,2,59.6,5,8,0.294,0,B,6,0,0.0,10.41,77,0,0.0,801.57,0.0,296.45,37.0,9,0,6.5,0.9230769230769231,1.0,-4.0
31212,BAK_CRO_463,Croissants,Bakery,STORE_016,Southeast,SUPPLIER_01,2024-06-09,2024-06-12,3,3,21.7,1.7,12.44,5.21,359,0.5,6,1,6,201,0.48,0,32.2,9,5,0.199,0,B,2,0,0.0,12.44,359,0,0.0,4465.96,0.0,2595.57,58.1,7,0,4.5,0.4444444444444444,20.0,1.6999999999999993
31213,BAK_DON_276,Donuts,Bakery,STORE_043,Midwest,SUPPLIER_12,2024-01-30,2024-02-01,3,2,20.8,0.8,3.26,2.14,484,0.5,1,0,1,258,0.37,1,23.2,8,8,0.159,0,A,0,1,0.62,1.24,484,0,0.0,600.16,0.0,-435.6,-72.6,6,0,4.5,0.0,20.0,0.8000000000000007
31215,BAK_BAG_202,Bagels,Bakery,STORE_015,Southeast,SUPPLIER_03,2024-07-30,2024-08-02,3,3,17.0,3.0,14.01,7.83,372,0.5,1,0,7,208,0.31,1,10.4,6,9,0.147,0,B,2,0,0.0,14.01,314,58,15.6,4399.14,454.14,1486.38,33.8,9,0,4.5,0.4444444444444444,20.0,-3.0
31216,BAK_BRE_480,Bread,Bakery,STORE_035,Midwest,SUPPLIER_10,2023-11-24,2023-11-28,4,4,18.4,1.6,14.34,7.51,172,0.5,4,0,11,70,0.21,1,30.4,6,8,0.167,0,B,2,0,0.0,14.34,147,25,14.5,2107.98,187.75,816.26,38.7,8,0,4.5,0.4444444444444444,20.0,-1.6000000000000014
31218,MEA_SAU_806,Sausages,Meat,STORE_031,Midwest,SUPPLIER_12,2023-05-31,2023-06-04,4,4,3.5,2.5,13.29,9.15,75,0.9,2,0,5,36,0.43,2,69.1,9,10,0.153,0,A,3,0,0.0,13.29,75,0,0.0,996.75,0.0,310.5,31.2,6,1,6.5,0.46153846153846156,1.0,2.5
31220,BEV_KOM_296,Kombucha,Beverages,STORE_027,Midwest,SUPPLIER_02,2023-12-05,2024-01-01,28,27,7.3,2.3,8.85,5.7,277,0.4,1,0,12,9,0.28,0,11.8,7,6,0.189,0,B,25,0,0.0,8.85,195,82,29.6,1725.75,467.4,146.85,8.5,7,0,18.5,1.3513513513513513,5.0,2.3
31221,REA_WRA_867,Wraps,Ready_to_Eat,STORE_033,Southeast,SUPPLIER_05,2023-08-14,2023-08-17,4,3,5.4,1.4,6.93,4.78,119,0.9,0,0,8,45,0.2,1,47.4,5,9,0.212,0,B,1,1,0.27,5.06,64,55,46.2,323.84,262.9,-244.98,-75.6,10,0,3.0,0.3333333333333333,4.0,1.4000000000000004
31222,PHA_PRO_988,Probiotics,Pharmaceuticals,STORE_050,West,SUPPLIER_15,2024-04-13,2024-07-03,97,81,5.0,0.0,74.64,36.75,266,0.85,5,1,4,2,0.14,0,20.8,5,10,0.135,0,B,80,0,0.0,74.64,200,66,24.8,14928.0,2425.5,5152.5,34.5,6,0,381.6,0.20964360587002095,5.0,0.0
31223,PHA_EYE_166,Eye Drops,Pharmaceuticals,STORE_025,Southwest,SUPPLIER_14,2023-12-15,2024-04-19,179,126,3.5,1.5,243.5,154.9,36,0.85,4,0,12,3,0.18,1,22.2,10,5,0.229,0,B,126,0,0.0,243.5,36,0,0.0,8766.0,0.0,3189.6,36.4,6,0,381.6,0.330188679245283,5.0,-1.5
31224,BAK_CRO_880,Croissants,Bakery,STORE_033,Southeast,SUPPLIER_19,2023-02-16,2023-02-20,4,4,18.8,1.2,11.65,5.01,401,0.5,3,0,2,149,0.45,0,23.2,5,9,0.148,0,B,2,0,0.0,11.65,379,22,5.5,4415.35,110.22,2406.34,54.5,10,0,4.5,0.4444444444444444,20.0,-1.1999999999999993
31226,DAI_CHE_343,Cheese,Dairy,STORE_034,Southeast,SUPPLIER_05,2023-06-10,2023-07-03,24,23,4.4,0.4,5.09,2.51,175,0.7,5,1,6,19,0.41,0,53.4,5,8,0.187,0,B,20,0,0.0,5.09,175,0,0.0,890.75,0.0,451.5,50.7,10,0,17.5,1.1428571428571428,4.0,0.40000000000000036
31229,DAI_CHE_922,Cheese,Dairy,STORE_037,Northeast,SUPPLIER_18,2024-12-08,2024-12-15,8,7,3.1,0.9,5.78,3.52,28,0.7,6,1,12,5,0.39,2,63.3,7,9,0.17,0,A,5,0,0.0,5.78,26,2,7.1,150.28,7.04,51.72,34.4,8,1,17.5,0.2857142857142857,4.0,-0.8999999999999999
31230,DAI_SOU_356,Sour Cream,Dairy,STORE_003,Midwest,SUPPLIER_03,2023-04-10,2023-04-18,8,8,5.2,1.2,7.46,3.38,252,0.7,0,0,4,53,0.13,0,58.3,7,8,0.177,0,B,6,0,0.0,7.46,223,29,11.5,1663.58,98.02,811.82,48.8,9,0,17.5,0.34285714285714286,4.0,1.2000000000000002
31231,BAK_CAK_241,Cakes,Bakery,STORE_002,Northeast,SUPPLIER_12,2023-06-16,2023-06-22,7,6,24.3,4.3,12.04,4.83,331,0.5,4,0,6,74,0.5,1,64.7,6,9,0.209,0,B,6,0,0.0,12.04,331,0,0.0,3985.24,0.0,2386.51,59.9,6,0,4.5,1.3333333333333333,20.0,4.300000000000001
31232,PHA_VAC_316,Vaccines,Pharmaceuticals,STORE_044,Northeast,SUPPLIER_01,2024-07-22,2025-11-14,624,480,3.7,1.3,398.22,218.05,325,0.85,0,0,7,2,0.34,2,38.8,9,6,0.218,0,B,477,0,0.0,398.22,325,0,0.0,129421.5,0.0,58555.25,45.2,7,0,381.6,1.25,5.0,-1.2999999999999998
31233,REA_WRA_615,Wraps,Ready_to_Eat,STORE_043,Midwest,SUPPLIER_08,2023-02-08,2023-02-13,5,5,5.8,1.8,11.05,6.22,87,0.9,2,0,2,22,0.2,2,42.0,9,10,0.122,0,A,2,1,0.1,9.94,59,28,32.2,586.46,174.16,45.32,7.7,9,0,3.0,0.6666666666666666,4.0,1.7999999999999998
31234,DAI_BUT_334,Butter,Dairy,STORE_036,Northeast,SUPPLIER_02,2024-07-26,2024-08-05,11,10,4.4,0.4,11.67,7.11,411,0.7,4,0,7,48,0.23,0,67.6,10,6,0.192,0,A,9,0,0.0,11.67,411,0,0.0,4796.37,0.0,1874.16,39.1,7,0,17.5,0.5142857142857142,4.0,0.40000000000000036
31235,REA_SOU_420,Soups,Ready_to_Eat,STORE_006,Southeast,SUPPLIER_17,2024-03-17,2024-03-20,4,3,1.1,2.9,13.73,7.5,360,0.9,6,1,3,211,0.29,0,61.8,5,5,0.329,1,C,3,1,0.21,10.85,251,109,30.3,2723.35,817.5,23.35,0.9,9,0,3.0,1.0,4.0,-2.9
31236,BEV_COL_448,Cold Brew Coffee,Beverages,STORE_001,Northeast,SUPPLIER_07,2023-10-23,2023-11-17,26,25,2.1,2.9,6.02,3.76,494,0.4,0,0,10,28,0.47,1,51.2,10,10,0.111,0,A,23,0,0.0,6.02,494,0,0.0,2973.88,0.0,1116.44,37.5,9,0,18.5,1.2432432432432432,5.0,-2.9
31237,DEL_SAL_648,Salami,Deli,STORE_020,West,SUPPLIER_05,2023-12-17,2023-12-23,6,6,3.1,0.9,15.93,10.39,316,0.75,6,1,12,104,0.25,2,39.5,10,5,0.191,1,B,4,0,0.0,15.93,221,95,30.1,3520.53,987.05,237.29,6.7,10,1,8.5,0.47058823529411764,4.0,-0.8999999999999999
31238,REA_FRE_949,Fresh Pasta,Ready_to_Eat,STORE_020,West,SUPPLIER_04,2024-12-02,2024-12-03,2,1,4.7,0.7,8.62,4.77,228,0.9,0,0,12,158,0.49,0,61.2,8,10,0.193,0,A,0,1,0.66,2.93,228,0,0.0,668.04,0.0,-419.52,-62.8,9,0,3.0,0.0,4.0,0.7000000000000002
31239,MEA_BEE_404,Beef,Meat,STORE_032,Midwest,SUPPLIER_15,2023-10-18,2023-10-24,9,6,2.8,1.8,8.83,4.63,118,0.9,2,0,10,11,0.24,0,46.9,6,7,0.26,1,B,4,0,0.0,8.83,35,83,70.3,309.05,384.29,-237.29,-76.8,6,0,6.5,0.6153846153846154,1.0,1.7999999999999998
31240,DAI_SOU_907,Sour Cream,Dairy,STORE_002,Northeast,SUPPLIER_11,2023-11-04,2023-11-09,7,5,0.9,3.1,6.33,3.47,433,0.7,5,1,11,111,0.34,0,16.5,10,10,0.135,0,A,3,0,0.0,6.33,336,97,22.4,2126.88,336.59,624.37,29.4,6,1,17.5,0.17142857142857143,4.0,-3.1
31241,FRO_ICE_698,Ice Cream,Frozen_Meals,STORE_047,Northeast,SUPPLIER_17,2023-05-04,2023-07-26,91,83,-18.7,1.3,6.89,2.81,46,0.3,3,0,5,1,0.11,2,51.8,5,9,0.168,0,B,80,0,0.0,6.89,46,0,0.0,316.94,0.0,187.68,59.2,9,0,212.3,0.3768252472915685,-20.0,1.3000000000000007
31242,BEV_COL_989,Cold Brew Coffee,Beverages,STORE_012,Northeast,SUPPLIER_10,2024-11-25,2024-12-10,19,15,4.8,0.2,2.51,1.61,485,0.4,0,0,11,36,0.16,0,40.0,10,8,0.132,0,A,12,0,0.0,2.51,394,91,18.8,988.94,146.51,208.09,21.0,8,0,18.5,0.6486486486486487,5.0,-0.20000000000000018
31243,BEV_COL_803,Cold Brew Coffee,Beverages,STORE_003,Midwest,SUPPLIER_09,2023-06-14,2023-07-05,23,21,5.0,0.0,3.66,1.71,209,0.4,2,0,6,7,0.19,0,57.6,7,5,0.225,0,B,21,0,0.0,3.66,185,24,11.5,677.1,41.04,319.71,47.2,8,0,18.5,1.135135135135135,5.0,0.0
31244,BAK_DON_499,Donuts,Bakery,STORE_009,Northeast,SUPPLIER_04,2023-04-17,2023-04-20,4,3,21.2,1.2,4.18,1.91,283,0.5,0,0,4,97,0.4,0,66.8,6,9,0.187,0,B,2,0,0.0,4.18,168,115,40.6,702.24,219.65,161.71,23.0,9,1,4.5,0.4444444444444444,20.0,1.1999999999999993
31245,DAI_CRE_436,Cream,Dairy,STORE_036,Northeast,SUPPLIER_15,2023-09-29,2023-10-05,7,6,7.5,3.5,2.98,1.77,24,0.7,4,0,9,2,0.3,2,50.9,9,7,0.219,0,A,3,0,0.0,2.98,4,20,83.3,11.92,35.4,-30.56,-256.4,6,0,17.5,0.17142857142857143,4.0,3.5
31246,BAK_CRO_586,Croissants,Bakery,STORE_006,Southeast,SUPPLIER_02,2024-02-12,2024-02-14,2,2,20.6,0.6,9.79,4.92,76,0.5,0,0,2,52,0.42,0,13.8,7,10,0.096,0,A,1,0,0.0,9.79,41,35,46.1,401.39,172.2,27.47,6.8,7,0,4.5,0.2222222222222222,20.0,0.6000000000000014
31247,REA_WRA_173,Wraps,Ready_to_Eat,STORE_019,Northeast,SUPPLIER_11,2023-08-27,2023-08-31,4,4,1.3,2.7,13.85,8.04,391,0.9,6,1,8,165,0.1,3,23.1,8,5,0.235,1,B,2,0,0.0,13.85,273,118,30.2,3781.05,948.72,637.41,16.9,6,0,3.0,0.6666666666666666,4.0,-2.7
31248,MEA_SAU_846,Sausages,Meat,STORE_034,Southeast,SUPPLIER_16,2023-02-25,2023-02-27,3,2,0.6,0.4,22.22,14.82,163,0.9,5,1,2,142,0.16,0,45.8,8,8,0.194,0,A,1,1,0.15,18.89,163,0,0.0,3079.07,0.0,663.41,21.5,10,0,6.5,0.15384615384615385,1.0,-0.4
31249,DAI_BUT_124,Butter,Dairy,STORE_001,Northeast,SUPPLIER_16,2023-07-11,2023-07-29,21,18,5.7,1.7,7.26,3.49,463,0.7,1,0,7,39,0.17,0,42.5,9,6,0.208,0,B,15,0,0.0,7.26,463,0,0.0,3361.38,0.0,1745.51,51.9,10,0,17.5,0.8571428571428571,4.0,1.7000000000000002
31251,BAK_MUF_740,Muffins,Bakery,STORE_031,Midwest,SUPPLIER_13,2024-12-05,2024-12-08,3,3,21.3,1.3,12.53,8.1,297,0.5,3,0,12,215,0.32,0,65.2,4,9,0.188,0,B,2,0,0.0,12.53,297,0,0.0,3721.41,0.0,1315.71,35.4,10,0,4.5,0.4444444444444444,20.0,1.3000000000000007
31252,REA_SUS_614,Sushi,Ready_to_Eat,STORE_050,West,SUPPLIER_04,2023-08-31,2023-09-04,5,4,3.0,1.0,17.78,9.82,376,0.9,3,0,8,107,0.2,0,14.6,7,8,0.175,0,B,1,1,0.38,11.02,142,234,62.2,1564.84,2297.88,-2127.48,-136.0,9,0,3.0,0.3333333333333333,4.0,-1.0
31253,SEA_COD_711,Cod,Seafood,STORE_026,West,SUPPLIER_14,2024-04-23,2024-04-28,5,5,-2.7,2.7,41.05,18.93,146,0.95,1,0,4,48,0.16,3,32.5,9,7,0.194,0,A,3,0,0.0,41.05,141,5,3.4,5788.05,94.65,3024.27,52.3,6,0,4.5,0.6666666666666666,0.0,-2.7
31254,MEA_SAU_552,Sausages,Meat,STORE_015,Southeast,SUPPLIER_16,2024-12-28,2024-12-31,3,3,2.2,1.2,23.95,13.99,497,0.9,5,1,12,328,0.33,0,21.5,10,8,0.127,0,A,3,0,0.0,23.95,497,0,0.0,11903.15,0.0,4950.12,41.6,10,0,6.5,0.46153846153846156,1.0,1.2000000000000002
31255,REA_SOU_426,Soups,Ready_to_Eat,STORE_029,Southeast,SUPPLIER_14,2024-06-02,2024-06-06,5,4,1.6,2.4,15.43,9.39,498,0.9,6,1,6,200,0.45,1,14.1,9,8,0.18,0,A,2,1,0.12,13.58,362,136,27.3,4915.96,1277.04,239.74,4.9,6,1,3.0,0.6666666666666666,4.0,-2.4
31256,BEV_SMO_962,Smoothies,Beverages,STORE_035,Midwest,SUPPLIER_06,2023-06-28,2023-07-03,7,5,6.4,1.4,4.95,3.24,96,0.4,2,0,6,21,0.16,3,24.1,7,5,0.225,0,B,4,0,0.0,4.95,91,5,5.2,450.45,16.2,139.41,30.9,8,0,18.5,0.21621621621621623,5.0,1.4000000000000004
31257,BEV_COL_595,Cold Brew Coffee,Beverages,STORE_049,Northeast,SUPPLIER_02,2024-05-18,2024-06-04,21,17,6.4,1.4,3.83,2.61,107,0.4,5,1,5,5,0.35,0,27.2,9,9,0.122,0,A,17,0,0.0,3.83,91,16,15.0,348.53,41.76,69.26,19.9,7,1,18.5,0.918918918918919,5.0,1.4000000000000004
31258,REA_SAN_716,Sandwiches,Ready_to_Eat,STORE_027,Midwest,SUPPLIER_04,2023-12-12,2023-12-14,2,2,3.1,0.9,13.62,6.31,282,0.9,1,0,12,184,0.19,0,42.3,10,10,0.096,0,A,0,1,0.48,7.08,282,0,0.0,1996.56,0.0,217.14,10.9,9,0,3.0,0.0,4.0,-0.8999999999999999
31259,PRO_AVO_230,Avocados,Produce,STORE_019,Northeast,SUPPLIER_20,2023-05-31,2023-06-03,3,3,7.8,0.2,2.06,1.08,343,0.6,2,0,5,206,0.12,1,56.5,8,5,0.212,0,B,0,1,0.59,0.84,343,0,0.0,288.12,0.0,-82.32,-28.6,9,0,12.0,0.0,8.0,-0.20000000000000018
31261,FRO_PIZ_245,Pizza,Frozen_Meals,STORE_035,Midwest,SUPPLIER_17,2023-11-30,2024-06-17,225,200,-21.2,1.2,12.81,8.66,164,0.3,3,0,11,0,0.14,0,52.4,10,9,0.119,0,A,199,0,0.0,12.81,0,164,100.0,0.0,1420.24,-1420.24,0.0,9,0,212.3,0.9373528026377766,-20.0,-1.1999999999999993
31262,FRO_FRO_932,Frozen Dinners,Frozen_Meals,STORE_040,Midwest,SUPPLIER_02,2023-12-24,2024-08-07,289,227,-22.8,2.8,19.77,10.85,136,0.3,6,1,12,1,0.18,1,44.6,7,10,0.137,0,A,224,0,0.0,19.77,136,0,0.0,2688.72,0.0,1213.12,45.1,7,0,212.3,1.0551106924163918,-20.0,-2.8000000000000007
31263,PHA_ANT_307,Antibiotics,Pharmaceuticals,STORE_002,Northeast,SUPPLIER_07,2023-09-01,2024-09-26,430,391,4.9,0.1,126.88,86.82,418,0.85,4,0,9,1,0.24,0,30.4,4,8,0.184,0,B,390,0,0.0,126.88,330,88,21.1,41870.4,7640.16,5579.64,13.3,9,0,381.6,1.022012578616352,5.0,-0.09999999999999964
31265,REA_SOU_566,Soups,Ready_to_Eat,STORE_037,Northeast,SUPPLIER_07,2023-09-28,2023-10-02,4,4,6.7,2.7,7.74,5.01,81,0.9,3,0,9,25,0.42,2,28.8,10,10,0.119,0,A,1,1,0.45,4.26,56,25,30.9,238.56,125.25,-167.25,-70.1,9,0,3.0,0.3333333333333333,4.0,2.7
31266,FRO_FRO_384,Frozen Dinners,Frozen_Meals,STORE_016,Southeast,SUPPLIER_13,2024-07-12,2024-11-14,185,125,-21.6,1.6,12.82,6.58,194,0.3,4,0,7,1,0.23,1,47.2,8,9,0.147,0,A,125,0,0.0,12.82,153,41,21.1,1961.46,269.78,684.94,34.9,10,1,212.3,0.5887894488930758,-20.0,-1.6000000000000014
31267,DEL_DIP_269,Dips,Deli,STORE_034,Southeast,SUPPLIER_18,2023-08-21,2023-09-01,14,11,6.1,2.1,13.93,6.2,87,0.75,0,0,8,9,0.34,1,12.9,5,8,0.205,0,B,11,0,0.0,13.93,87,0,0.0,1211.91,0.0,672.51,55.5,8,0,8.5,1.2941176470588236,4.0,2.0999999999999996
31268,SEA_COD_753,Cod,Seafood,STORE_045,Southwest,SUPPLIER_04,2024-11-29,2024-12-04,5,5,-2.3,2.3,39.35,23.6,71,0.95,4,0,11,20,0.3,1,4.0,5,10,0.146,0,B,2,1,0.14,33.84,36,35,49.3,1218.24,826.0,-457.36,-37.5,9,0,4.5,0.4444444444444444,0.0,-2.3
31269,BAK_PAS_374,Pastries,Bakery,STORE_038,Southwest,SUPPLIER_19,2023-01-17,2023-01-19,3,2,17.3,2.7,14.82,10.23,35,0.5,1,0,1,19,0.14,0,33.5,6,6,0.245,0,B,0,1,0.67,4.89,35,0,0.0,171.15,0.0,-186.9,-109.2,10,0,4.5,0.0,20.0,-2.6999999999999993
31270,BEV_COL_338,Cold Brew Coffee,Beverages,STORE_009,Northeast,SUPPLIER_08,2023-12-23,2024-01-11,27,19,4.4,0.6,3.93,2.12,104,0.4,5,1,12,3,0.4,0,52.1,6,6,0.229,0,B,17,0,0.0,3.93,56,48,46.2,220.08,101.76,-0.4,-0.2,9,0,18.5,0.918918918918919,5.0,-0.5999999999999996
31272,SEA_CRA_542,Crab,Seafood,STORE_047,Northeast,SUPPLIER_10,2024-12-15,2024-12-16,2,1,-2.7,2.7,13.15,6.08,45,0.95,6,1,12,52,0.21,1,25.1,6,10,0.23,0,A,0,1,0.53,6.18,45,0,0.0,278.1,0.0,4.5,1.6,8,0,4.5,0.0,0.0,-2.7
31273,REA_WRA_323,Wraps,Ready_to_Eat,STORE_039,Northeast,SUPPLIER_12,2023-08-24,2023-08-25,1,1,7.9,3.9,17.44,9.59,306,0.9,3,0,8,414,0.39,1,41.1,8,6,0.249,0,B,0,1,0.57,7.5,306,0,0.0,2295.0,0.0,-639.54,-27.9,6,0,3.0,0.0,4.0,3.9000000000000004
31274,SEA_TUN_273,Tuna,Seafood,STORE_042,West,SUPPLIER_09,2023-12-28,2024-01-02,5,5,-0.9,0.9,19.73,8.62,223,0.95,3,0,12,73,0.5,1,19.8,6,10,0.121,0,A,4,0,0.0,19.73,210,13,5.8,4143.3,112.06,2221.04,53.6,8,0,4.5,0.8888888888888888,0.0,-0.9
31275,DEL_HUM_547,Hummus,Deli,STORE_001,Northeast,SUPPLIER_09,2023-07-24,2023-08-06,14,13,8.6,4.6,6.31,2.97,271,0.75,0,0,7,33,0.2,1,45.7,6,5,0.299,1,C,12,1,0.19,5.11,189,82,30.3,965.79,243.54,160.92,16.7,8,0,8.5,1.411764705882353,4.0,4.6
31276,BEV_FRE_440,Fresh Juice,Beverages,STORE_043,Midwest,SUPPLIER_16,2024-01-18,2024-02-02,19,15,3.0,2.0,5.75,3.57,485,0.4,3,0,1,32,0.13,0,23.3,9,6,0.185,0,B,12,0,0.0,5.75,352,133,27.4,2024.0,474.81,292.55,14.5,10,0,18.5,0.6486486486486487,5.0,-2.0
31277,BEV_SMO_612,Smoothies,Beverages,STORE_032,Midwest,SUPPLIER_18,2023-12-17,2023-12-29,16,12,1.6,3.4,3.62,2.16,481,0.4,6,1,12,46,0.19,2,26.0,8,6,0.21,0,B,10,0,0.0,3.62,470,11,2.3,1701.4,23.76,662.44,38.9,8,0,18.5,0.5405405405405406,5.0,-3.4
31278,MEA_CHI_544,Chicken,Meat,STORE_042,West,SUPPLIER_19,2024-11-10,2024-11-15,7,5,3.6,2.6,21.32,8.58,453,0.9,6,1,11,135,0.37,0,28.5,6,9,0.215,1,B,5,0,0.0,21.32,317,136,30.0,6758.44,1166.88,2871.7,42.5,10,1,6.5,0.7692307692307693,1.0,2.6
31280,BEV_KOM_693,Kombucha,Beverages,STORE_017,West,SUPPLIER_15,2023-08-15,2023-08-27,16,12,5.3,0.3,7.15,3.41,24,0.4,1,0,8,2,0.22,0,8.8,4,10,0.134,0,B,11,0,0.0,7.15,24,0,0.0,171.6,0.0,89.76,52.3,6,1,18.5,0.5945945945945946,5.0,0.2999999999999998
31281,DAI_COT_998,Cottage Cheese,Dairy,STORE_035,Midwest,SUPPLIER_05,2023-04-06,2023-04-24,26,18,1.3,2.7,6.98,3.74,382,0.7,3,0,4,22,0.31,0,4.9,6,6,0.244,0,B,17,0,0.0,6.98,281,101,26.4,1961.38,377.74,532.7,27.2,10,0,17.5,0.9714285714285714,4.0,-2.7
31282,PRO_APP_227,Apples,Produce,STORE_033,Southeast,SUPPLIER_17,2024-02-02,2024-02-13,14,11,7.9,0.1,4.24,2.12,476,0.6,4,0,2,43,0.35,0,43.1,4,10,0.16,0,B,10,0,0.0,4.24,476,0,0.0,2018.24,0.0,1009.12,50.0,9,0,12.0,0.8333333333333334,8.0,-0.09999999999999964
31283,DAI_CHE_867,Cheese,Dairy,STORE_046,West,SUPPLIER_17,2023-08-26,2023-09-06,15,11,1.3,2.7,9.44,4.18,474,0.7,5,1,8,46,0.39,1,49.7,6,5,0.29,1,C,11,1,0.17,7.84,331,143,30.2,2595.04,597.74,613.72,23.6,9,0,17.5,0.6285714285714286,4.0,-2.7
31284,BAK_BRE_789,Bread,Bakery,STORE_006,Southeast,SUPPLIER_02,2024-04-01,2024-04-03,3,2,19.9,0.1,6.19,3.54,369,0.5,0,0,4,200,0.11,1,27.0,7,7,0.185,0,B,1,1,0.18,5.08,333,36,9.8,1691.64,127.44,385.38,22.8,7,1,4.5,0.2222222222222222,20.0,-0.10000000000000142
31285,REA_WRA_561,Wraps,Ready_to_Eat,STORE_023,Southwest,SUPPLIER_01,2023-12-30,2023-12-31,1,1,3.1,0.9,6.0,3.64,414,0.9,5,1,12,839,0.45,1,66.6,5,7,0.222,0,B,0,1,0.56,2.64,414,0,0.0,1092.96,0.0,-414.0,-37.9,7,0,3.0,0.0,4.0,-0.8999999999999999
31286,DAI_CHE_482,Cheese,Dairy,STORE_031,Midwest,SUPPLIER_19,2024-12-07,2024-12-22,15,15,4.5,0.5,6.39,3.91,474,0.7,5,1,12,58,0.39,2,9.9,7,9,0.114,0,A,14,0,0.0,6.39,474,0,0.0,3028.86,0.0,1175.52,38.8,10,0,17.5,0.8,4.0,0.5
31287,MEA_POR_673,Pork,Meat,STORE_007,Northeast,SUPPLIER_08,2024-11-12,2024-11-15,4,3,2.3,1.3,5.82,4.06,440,0.9,1,0,11,155,0.23,2,60.7,6,9,0.209,0,B,3,0,0.0,5.82,440,0,0.0,2560.8,0.0,774.4,30.2,9,0,6.5,0.46153846153846156,1.0,1.2999999999999998
31288,FRO_PIZ_548,Pizza,Frozen_Meals,STORE_032,Midwest,SUPPLIER_03,2023-07-29,2024-04-03,337,249,-19.5,0.5,10.2,5.0,191,0.3,5,1,7,0,0.12,0,24.3,7,5,0.212,0,B,249,0,0.0,10.2,0,191,100.0,0.0,955.0,-955.0,0.0,9,0,212.3,1.172868582195007,-20.0,0.5
31289,BAK_CAK_869,Cakes,Bakery,STORE_027,Midwest,SUPPLIER_04,2024-01-05,2024-01-09,6,4,20.9,0.9,12.06,6.53,23,0.5,4,0,1,4,0.32,0,47.9,8,10,0.137,0,A,3,0,0.0,12.06,10,13,56.5,120.6,84.89,-29.59,-24.5,9,0,4.5,0.6666666666666666,20.0,0.8999999999999986
31290,FRO_PIZ_485,Pizza,Frozen_Meals,STORE_031,Midwest,SUPPLIER_09,2023-02-19,2023-08-03,168,165,-20.2,0.2,17.22,11.56,294,0.3,6,1,2,2,0.39,0,27.1,9,7,0.141,0,A,165,0,0.0,17.22,256,38,12.9,4408.32,439.28,1009.68,22.9,8,0,212.3,0.7772020725388601,-20.0,-0.1999999999999993
31292,FRO_FRO_511,Frozen Dinners,Frozen_Meals,STORE_040,Midwest,SUPPLIER_17,2024-11-24,2025-03-19,145,115,-19.1,0.9,19.77,10.03,196,0.3,6,1,11,1,0.23,0,63.4,4,10,0.169,0,B,114,0,0.0,19.77,95,101,51.5,1878.15,1013.03,-87.73,-4.7,9,0,212.3,0.5369759773904851,-20.0,0.8999999999999986
31293,PHA_VAC_135,Vaccines,Pharmaceuticals,STORE_007,Northeast,SUPPLIER_13,2023-07-29,2024-10-03,579,432,4.8,0.2,250.61,144.82,58,0.85,5,1,7,1,0.24,0,38.6,4,8,0.213,0,B,430,0,0.0,250.61,58,0,0.0,14535.38,0.0,6135.82,42.2,10,0,381.6,1.1268343815513626,5.0,-0.20000000000000018
31294,PRO_AVO_544,Avocados,Produce,STORE_018,West,SUPPLIER_20,2024-12-05,2024-12-14,12,9,7.9,0.1,6.23,3.67,380,0.6,3,0,12,41,0.4,0,25.4,8,10,0.111,0,A,8,0,0.0,6.23,341,39,10.3,2124.43,143.13,729.83,34.4,9,0,12.0,0.6666666666666666,8.0,-0.09999999999999964
31299,SEA_SHR_333,Shrimp,Seafood,STORE_034,Southeast,SUPPLIER_10,2024-10-11,2024-10-17,7,6,0.2,0.2,14.74,9.44,246,0.95,4,0,10,49,0.24,0,33.0,7,9,0.147,0,A,4,0,0.0,14.74,143,103,41.9,2107.82,972.32,-214.42,-10.2,8,0,4.5,0.8888888888888888,0.0,0.2
